AE.06.308	Al Batayih	Al Batayih	12060404
AE.03.100	Sector 1	Sector 1	13060548
AE.03.700	Sector 7	Sector 7	13060551
AE.03.300	Sector 3	Sector 3	13060552
AF.03.1310	Būrkah	Burkah	7052899
AF.05.2806	Waras̄	Waras	7052915
AF.05.2804	Yakāwlang	Yakawlang	7052916
AF.06.2104	Pur Chaman	Pur Chaman	7052923
AF.07.1806	Bal Chirāgh	Bal Chiragh	7052930
AF.08.615	Deh Yak	Deh Yak	7052955
AF.11.2002	Injīl	Injil	7053041
AF.13.115	Farzah	Farzah	7053054
AF.13.113	Gul Darah	Gul Darah	7053055
AF.13.103	Mīr Bachah Kōṯ	Mir Bachah Kot	7053059
AF.13.114	Mūsahī	Musahi	7053060
AF.23.2412	Arghistān	Arghistan	7053299
AF.23.2413	Ma‘rūf	Ma'ruf	7053303
AF.23.2414	Myā Neshīn	Mya Neshin	7053305
AF.23.2416	Zhaṟêy	Zharey	7053311
AF.26.1209	Chāh Āb	Chah Ab	7053320
AF.28.2505	Mīzān	Mizan	7053768
AF.29.2919	Yōsuf Khēl	Yosuf Khel	7053790
AF.30.1608	Chimtāl	Chimtal	7053795
AF.33.3104	Balkhāb	Balkhab	7053945
AF.35.904	Dowlat Shāh	Dowlat Shah	7053971
AF.37.3205	Mūsá Khēl	Musa Khel	7054014
AF.37.3212	Qalandar	Qalandar	7054016
AF.40.308	Bagrām	Bagram	7054036
AF.40.309	Kōh-e Şāfī	Koh-e Safi	7054039
AF.40.310	Sayyid Khēl	Sayyid Khel	7054041
AF.40.306	Shaykh ‘Alī	Shaykh 'Ali	7054042
AF.41.3407	Mīr Āmōr	Mir Amor	7054330
AF.42.3304	Parīān	Parian	7054340
AF.06.2101	Farah	Farah	7729836
AF.05.2802	Shibar	Shibar	7732337
AF.10.2311	Garmsīr	Garmsir	7732352
AF.30.1601	Mazār-e Sharīf	Mazar-e Sharif	8354719
AL.44.10944392	Bashkia Roskovec	Bashkia Roskovec	10944392
AL.45.10944396	Bashkia Libohovë	Bashkia Libohove	10944396
AM.09.13156182	Berd Municipality	Berd Municipality	13156182
AM.07.13156477	Artik Municipality	Artik Municipality	13156477
AM.11.13156600	Malatia-Sebastia	Malatia-Sebastia	13156600
AO.17.145897	Cambulo	Cambulo	145897
AO.14.876631	Camanongue	Camanongue	876631
AO.06.3345496	Cela	Cela	3345496
AO.12.3347614	Luquembo	Luquembo	3347614
AO.09.3348165	Jamba	Jamba	3348165
AO.02.3349514	Chitembo	Chitembo	3349514
AO.04.3351214	Calai	Calai	3351214
AO.20.10401828	Município Cazenga	Municipio Cazenga	10401828
AO.09.10449850	Cacula	Cacula	10449850
AR.06.18154	Departamento de San Miguel	Departamento de San Miguel	3428638
AR.01.06693	Partido de Roque Pérez	Partido de Roque Perez	3429449
AR.09.34056	Departamento de Pirané	Departamento de Pirane	3429948
AR.08.30084	Departamento de Paraná	Departamento de Parana	3430146
AR.01.06532	Partido de Mercedes	Partido de Mercedes	3430705
AR.06.18084	Departamento de Ituzaingó	Departamento de Ituzaingo	3433357
AR.01.06252	Partido de Escobar	Partido de Escobar	3434130
AR.08.30015	Departamento de Concordia	Departamento de Concordia	3435260
AR.14.54035	Departamento de Concepción de la Sierra	Departamento de Concepcion de la Sierra	3435270
AR.01.06224	Partido de Chivilcoy	Partido de Chivilcoy	3435406
AR.23.94014	Departamento de Ushuaia	Departamento de Ushuaia	3833365
AR.05.14175	Departamento de Tulumba	Departamento de Tulumba	3833554
AR.02.10091	Departamento de Santa María	Departamento de Santa Maria	3836129
AR.19.74063	Departamento de Libertador General San Martín	Departamento de Libertador General San Martin	3836983
AR.21.82126	Departamento de San Martín	Departamento de San Martin	3836984
AR.05.14133	Departamento de San Javier	Departamento de San Javier	3837475
AR.13.50084	Departamento de Rivadavia	Departamento de Rivadavia	3838751
AR.17.66133	Departamento de Rivadavia	Departamento de Rivadavia	3838753
AR.18.70070	Departamento de Pocito	Departamento de Pocito	3840858
AR.16.62063	Departamento de Pichi Mahuida	Departamento de Pichi Mahuida	3841356
AR.22.86112	Departamento de Mitre	Departamento de Mitre	3844110
AR.22.86098	Departamento de Juan F. Ibarra	Departamento de Juan F. Ibarra	3844706
AR.02.10070	Departamento de La Paz	Departamento de La Paz	3849514
AR.12.46091	Departamento de General San Martín	Departamento de General San Martin	3855054
AR.05.14035	Departamento de General Roca	Departamento de General Roca	3855062
AR.04.26028	Departamento de Florentino Ameghino	Departamento de Florentino Ameghino	3855504
AR.01.06007	Partido de Adolfo Alsina	Partido de Adolfo Alsina	3866926
AR.19.74056	Juan Martín de Pueyrredón	Juan Martin de Pueyrredon	10231161
AS.020.8198683	Ofu County	Ofu County	8198683
AT.03.322	Politischer Bezirk Waidhofen an der Thaya	Politischer Bezirk Waidhofen an der Thaya	2762078
AT.04.416	Politischer Bezirk Urfahr-Umgebung	Politischer Bezirk Urfahr-Umgebung	2762517
AT.07.708	Politischer Bezirk Reutte	Politischer Bezirk Reutte	2767510
AT.06.610	Politischer Bezirk Leibnitz	Politischer Bezirk Leibnitz	2772752
